VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2019-01-02 06:53:59,2019-01-02 06:54:27,2,0.02,1,N,76,76,3,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,
2,2019-01-02 06:47:58,2019-01-02 06:48:13,1,0.0,1,N,262,262,4,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,
2,2019-01-02 06:07:42,2019-01-02 06:14:11,1,1.35,1,N,186,162,4,-7.0,0.0,-0.5,0.0,0.0,-0.3,-7.8,
2,2019-01-02 06:13:05,2019-01-02 06:20:35,1,1.93,1,N,186,237,4,-8.5,0.0,-0.5,0.0,0.0,-0.3,-9.3,
2,2019-01-02 06:37:38,2019-01-02 06:42:33,1,1.18,1,N,186,164,4,-6.0,0.0,-0.5,0.0,0.0,-0.3,-6.8,
2,2019-01-02 06:59:43,2019-01-02 07:12:50,1,3.54,1,N,107,236,4,-12.5,0.0,-0.5,0.0,0.0,-0.3,-13.3,
2,2019-01-02 06:15:12,2019-01-02 06:16:59,1,0.34,1,N,264,264,3,-3.5,0.0,-0.5,0.0,0.0,-0.3,-4.3,
2,2019-01-02 06:24:46,2019-01-02 06:26:22,4,0.48,1,N,100,230,3,-3.5,0.0,-0.5,0.0,0.0,-0.3,-4.3,
2,2019-01-02 06:21:24,2019-01-02 06:21:33,5,0.0,1,N,250,250,4,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,
2,2019-01-02 05:21:58,2019-01-02 05:23:14,5,0.55,1,N,263,75,3,-3.5,0.0,-0.5,0.0,0.0,-0.3,-4.3,
2,2019-01-02 06:39:47,2019-01-02 06:42:15,6,0.22,1,N,234,234,4,-3.5,0.0,-0.5,0.0,0.0,-0.3,-4.3,
2,2019-01-02 07:51:10,2019-01-02 07:54:15,1,0.0,1,N,193,193,3,-3.5,0.0,-0.5,0.0,0.0,-0.3,-4.3,
2,2019-01-02 07:52:45,2019-01-02 07:59:08,2,0.59,1,N,100,230,3,-5.5,0.0,-0.5,0.0,0.0,-0.3,-6.3,
2,2019-01-02 07:29:11,2019-01-02 07:29:17,1,0.0,1,N,85,85,3,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,
2,2019-01-02 07:18:16,2019-01-02 07:20:23,1,0.33,1,N,161,161,4,-3.5,0.0,-0.5,0.0,0.0,-0.3,-4.3,
2,2019-01-02 07:14:29,2019-01-02 07:14:35,1,0.0,1,N,264,77,3,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,
2,2019-01-02 07:04:01,2019-01-02 07:10:14,1,0.0,5,N,115,115,3,-0.01,0.0,0.0,0.0,0.0,-0.3,-0.31,
2,2019-01-02 07:26:03,2019-01-02 08:05:47,1,11.86,1,N,186,14,2,-40.0,0.0,-0.5,0.0,0.0,-0.3,-40.8,
2,2019-01-02 07:07:52,2019-01-02 07:11:01,1,0.56,1,N,132,132,3,-4.5,0.0,-0.5,0.0,0.0,-0.3,-5.3,
2,2019-01-02 07:12:52,2019-01-02 07:14:18,1,0.34,1,N,137,137,3,-3.0,0.0,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-02 07:08:10,2019-01-02 07:12:19,2,0.32,1,N,90,90,3,-4.0,0.0,-0.5,0.0,0.0,-0.3,-4.8,
2,2019-01-02 07:55:48,2019-01-02 07:56:48,1,0.36,1,N,68,68,4,-3.0,0.0,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-02 07:06:17,2019-01-02 07:27:57,0,0.0,5,N,180,180,3,-0.1,0.0,0.0,0.0,0.0,-0.3,-0.4,
2,2019-01-02 08:29:23,2019-01-02 08:46:00,1,1.62,1,N,246,161,4,-11.5,0.0,-0.5,0.0,0.0,-0.3,-12.3,
2,2019-01-02 08:21:15,2019-01-02 08:21:24,1,0.0,1,N,35,35,3,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,
2,2019-01-02 08:24:02,2019-01-02 08:24:11,1,0.0,3,N,162,162,4,-20.0,0.0,0.0,0.0,0.0,-0.3,-20.3,
